licensee,year,total_accepted_t,n_records,n_low_codes,recovery_share,disposal_share,other_share,backfill_share,hazardous_share,recovery_rate,cluster,anomaly_score,is_anomaly,archetype
Oxigen Environmental (Coes Road) - W0144,2025,60564.818,17.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.19601290716598624,False,Transfer/storage
P Carney Limited - P0402,2021,2638.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20364467343904163,False,Recycler/Recovery
P Carney Limited - P0402,2022,2448.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20364467343904163,False,Recycler/Recovery
P Carney Limited - P0402,2023,2194.73,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20352791033593476,False,Recycler/Recovery
P Carney Limited - P0402,2024,2628.94,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20364467343904163,False,Recycler/Recovery
P Carney Limited - P0402,2025,2936.8,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20356038551529737,False,Recycler/Recovery
Padraig Thornton Waste Disposal Limited - W0227,2021,17167.614999999998,19.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.19927551569483015,False,Transfer/storage
Padraig Thornton Waste Disposal Limited - W0227,2022,23578.253,19.0,8.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.19948932948072057,False,Transfer/storage
Padraig Thornton Waste Disposal Limited - W0227,2023,59012.539000000004,18.0,9.0,0.0,0.0,0.9999999999999999,0.0,0.0,,1,0.18913657196961509,False,Transfer/storage
Padraig Thornton Waste Disposal Limited - W0227,2024,67829.897,15.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.19460977925019246,False,Transfer/storage
Padraig Thornton Waste Disposal Limited - W0227,2025,81441.231,19.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.16126685302035504,False,Transfer/storage
Padraig Thornton Waste Disposal Ltd - W0206,2021,8371.409,16.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.21667204099145349,False,Transfer/storage
Padraig Thornton Waste Disposal Ltd - W0206,2022,8803.060000000001,15.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.22205293202398435,False,Transfer/storage
Padraig Thornton Waste Disposal Ltd - W0206,2023,17774.96,17.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.19833719032314645,False,Transfer/storage
Padraig Thornton Waste Disposal Ltd - W0206,2024,20881.47,13.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.21683668871893452,False,Transfer/storage
Padraig Thornton Waste Disposal Ltd - W0206,2025,7735.926,13.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.22226749633857296,False,Transfer/storage
Powerstown Landfill Site - W0025,2021,84.32000000000001,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20984796690601254,False,Small transfer/storage
Powerstown Landfill Site - W0025,2022,57.879999999999995,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.2062585773577365,False,Small transfer/storage
Powerstown Landfill Site - W0025,2023,94.225,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20984796690601254,False,Small transfer/storage
Powerstown Landfill Site - W0025,2024,118.565,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.2098479669060126,False,Small transfer/storage
Powerstown Landfill Site - W0025,2025,124.99,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.21039161457090066,False,Small transfer/storage
Raffeen Landfill Site - W0023,2021,288.46000000000004,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21623368912076796,False,Small transfer/storage
Raffeen Landfill Site - W0023,2022,262.44000000000005,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21737233651381066,False,Small transfer/storage
Raffeen Landfill Site - W0023,2023,373.14,6.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.2136823583237356,False,Small transfer/storage
Raffeen Landfill Site - W0023,2024,317.71000000000004,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.216745583961523,False,Small transfer/storage
Raffeen Landfill Site - W0023,2025,302.88,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21661463583741802,False,Small transfer/storage
Rathroeen Landfill - W0067,2021,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,4,0.09777461612824584,False,Small transfer/storage
Rathroeen Landfill - W0067,2022,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,4,0.09777461612824584,False,Small transfer/storage
Rathroeen Landfill - W0067,2023,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,4,0.09777461612824584,False,Small transfer/storage
Rathroeen Landfill - W0067,2024,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,4,0.09777461612824584,False,Small transfer/storage
Rathroeen Landfill - W0067,2025,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,,4,0.0854457470770007,False,Small transfer/storage
Ray Whelan Ltd - W0158,2021,1660.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.2215968009418544,False,Small transfer/storage
Ray Whelan Ltd - W0158,2022,1738.9099999999999,5.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.21094648732801935,False,Small transfer/storage
Ray Whelan Ltd - W0158,2023,1596.89,7.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.22348929220011293,False,Small transfer/storage
Ray Whelan Ltd - W0158,2024,1983.12,7.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.2223594819512139,False,Small transfer/storage
Ray Whelan Ltd - W0158,2025,1787.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.2229372963062401,False,Small transfer/storage
Recycling Centre and Waste Transfer Station - W0200,2021,176.32000000000002,6.0,3.0,0.0,0.6740018148820326,0.3259981851179673,0.0,0.0,0.0,3,0.007192737179951725,False,Disposal/Landfill
Recycling Centre and Waste Transfer Station - W0200,2022,183.44,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.2165543056090487,False,Small transfer/storage
Recycling Centre and Waste Transfer Station - W0200,2023,201.04,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21627633744075392,False,Small transfer/storage
Recycling Centre and Waste Transfer Station - W0200,2024,220.54,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21536981981712272,False,Small transfer/storage
Recycling Centre and Waste Transfer Station - W0200,2025,212.3,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21536981981712272,False,Small transfer/storage
Rilta Environmental - W0185,2021,6072.274,13.0,6.0,0.0,0.9861875468728848,0.013812453127115144,0.0,0.9924354533408736,0.0,3,-0.024983726443747134,True,Disposal/Landfill
Rilta Environmental - W0185,2022,5661.136,16.0,8.0,0.0,0.9787214085653478,0.021278591434651984,0.0,0.9858341152729767,0.0,3,-0.05589443871827038,True,Disposal/Landfill
Rilta Environmental - W0185,2023,5988.5,12.0,5.0,0.0,0.9884314936962512,0.011568506303748853,0.0,0.9919629289471487,0.0,3,-0.014611046339731648,True,Disposal/Landfill
Rilta Environmental - W0185,2024,6111.461,8.0,3.0,0.0,0.995043411059974,0.004956588940025961,0.0,0.995043411059974,0.0,3,-8.716760193183681e-05,True,Disposal/Landfill
Rilta Environmental - W0185,2025,10331.806999999999,11.0,4.0,0.0,0.9977673798978244,0.0022326201021757378,0.0,0.9979274680605243,0.0,3,-0.002374504599938043,True,Disposal/Landfill
Roscommon Landfill Facility - W0073,2023,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Roscommon Landfill Facility - W0073,2024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2021,9.058,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,4,0.013345215573112301,False,Small transfer/storage
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2022,3.46,6.0,3.0,0.0,0.0,1.0,0.0,0.9277456647398844,,4,0.024817421993264754,False,Small transfer/storage
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2023,10.591,4.0,2.0,0.0,0.0,1.0,0.0,0.9809272023416108,,4,0.025775055011464154,False,Small transfer/storage
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2024,0.254,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.13830301167231746,False,Small transfer/storage
SRCL Limited - W0055,2021,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Saint-Gobain Construction Products (Ireland) Limited - P0519,2021,1922.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20943225717448638,False,Recycler/Recovery
Saint-Gobain Construction Products (Ireland) Limited - P0519,2022,2623.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.209697734796495,False,Recycler/Recovery
Saint-Gobain Construction Products (Ireland) Limited - P0519,2023,3034.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20919380514700037,False,Recycler/Recovery
Saint-Gobain Construction Products (Ireland) Limited - P0519,2024,3085.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20919380514700037,False,Recycler/Recovery
Saint-Gobain Construction Products (Ireland) Limited - P0519,2025,3691.76,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20885125226725176,False,Recycler/Recovery
Scotch Corner Landfill - W0020,2021,75.71,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1701239706298086,False,Recycler/Recovery
Silliot Hill Landfill - W0014,2025,18.32,5.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.1880737050057842,False,Small transfer/storage
Soltec (Ireland) Limited - P1093,2021,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,,4,0.004783942499838267,False,Small transfer/storage
Soltec (Ireland) Limited - P1093,2022,4.811,6.0,4.0,0.0,0.0,1.0,0.0,0.8678029515693203,,4,0.035064597119185525,False,Small transfer/storage
Soltec (Ireland) Limited - P1093,2023,12.636,7.0,3.0,0.0,0.0,1.0,0.0,0.6251978474200697,,4,0.058941713567254306,False,Small transfer/storage
Soltec (Ireland) Limited - P1093,2024,41.5,5.0,2.0,0.0,0.0,1.0,0.0,0.21927710843373494,,4,0.13860261025101517,False,Small transfer/storage
Soltec (Ireland) Limited - P1093,2025,9.632,10.0,3.0,0.0,0.0,1.0,0.0,0.9998961794019934,,4,0.006541345484207373,False,Small transfer/storage
Starrus Eco Holdings Limited (Ballymount) - W0039,2021,15095.98,18.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.18484611356226804,False,Transfer/storage
Starrus Eco Holdings Limited (Ballymount) - W0039,2022,23072.210000000003,16.0,12.0,0.0,0.0,0.9999999999999999,0.0,0.0,,1,0.19406441028693266,False,Transfer/storage
Starrus Eco Holdings Limited (Ballymount) - W0039,2023,29352.656000000003,16.0,12.0,0.0,0.0,0.9999999999999999,0.0,0.0,,1,0.1900824590771577,False,Transfer/storage
Starrus Eco Holdings Limited (Ballymount) - W0039,2024,32644.593,15.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.19841785775990078,False,Transfer/storage
Starrus Eco Holdings Limited (Ballymount) - W0039,2025,40090.06999999999,16.0,11.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.19511511954573846,False,Transfer/storage
Starrus Eco Holdings Limited (Cappagh) - W0261,2021,215.02,6.0,6.0,0.0,0.0,1.0,0.0,0.0,,4,0.20348136831103175,False,Small transfer/storage
Starrus Eco Holdings Limited (Cappagh) - W0261,2022,23.58,6.0,6.0,0.0,0.0,1.0,0.0,0.0,,4,0.18018391685700996,False,Small transfer/storage
Starrus Eco Holdings Limited (Cappagh) - W0261,2023,126.83999999999999,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.20612666142851072,False,Small transfer/storage
Starrus Eco Holdings Limited (Cappagh) - W0261,2024,105.34,6.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.20294548193589163,False,Small transfer/storage
Starrus Eco Holdings Limited (Cappagh) - W0261,2025,3508.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.21848283092203374,False,Transfer/storage
"Starrus Eco Holdings Limited (Cookstown, Tallaght) - W0079",2024,1.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.12728819273140707,False,Small transfer/storage
Starrus Eco Holdings Limited (Dock Road) - W0082,2021,2845.9700000000003,13.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.21944841870580917,False,Transfer/storage
Starrus Eco Holdings Limited (Dock Road) - W0082,2022,2368.68,13.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.21801150295907534,False,Transfer/storage
Starrus Eco Holdings Limited (Dock Road) - W0082,2023,4308.0929,15.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.2192377115378943,False,Transfer/storage
Starrus Eco Holdings Limited (Dock Road) - W0082,2024,6600.268,17.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.1853643808054214,False,Transfer/storage
Starrus Eco Holdings Limited (Dock Road) - W0082,2025,7577.63,15.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.20990559688378108,False,Transfer/storage
Starrus Eco Holdings Limited (Fassaroe) - W0053,2021,10955.501,20.0,14.0,0.0,0.0,1.0,0.0,0.1360961036834372,,1,0.11089495629884477,False,Transfer/storage
Starrus Eco Holdings Limited (Fassaroe) - W0053,2022,16960.2,20.0,14.0,0.0,0.0,1.0,0.0,0.07604214572941356,,1,0.12442669398317974,False,Transfer/storage
Starrus Eco Holdings Limited (Fassaroe) - W0053,2023,19684.03,21.0,14.0,0.0,0.0,1.0,0.0,0.08358552593142766,,1,0.11990602237963138,False,Transfer/storage
Starrus Eco Holdings Limited (Fassaroe) - W0053,2024,24898.382999999998,21.0,15.0,0.0,0.0,1.0,0.0,0.058322662961687116,,1,0.11268057304345952,False,Transfer/storage
Starrus Eco Holdings Limited (Fassaroe) - W0053,2025,26857.36,21.0,15.0,0.0,0.0,1.0,0.0,0.07149771980566966,,1,0.11086952610463946,False,Transfer/storage
Starrus Eco Holdings Limited (Gorey) - W0220,2021,299.38000000000005,10.0,7.0,0.0,0.0,0.9999999999999998,0.0,0.0,,1,0.20774128612485465,False,Transfer/storage
Starrus Eco Holdings Limited (Gorey) - W0220,2022,792.62,10.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.21957642251132142,False,Small transfer/storage
Starrus Eco Holdings Limited (Gorey) - W0220,2023,1506.561,8.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.2233774633295435,False,Transfer/storage
Starrus Eco Holdings Limited (Gorey) - W0220,2024,3394.95,10.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.21887559315542598,False,Transfer/storage
Starrus Eco Holdings Limited (Gorey) - W0220,2025,4974.56,7.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.2229332468682052,False,Transfer/storage
Starrus Eco Holdings Limited (Greenogue) - W0188,2021,3086.44,9.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.2230238430397698,False,Transfer/storage
Starrus Eco Holdings Limited (Greenogue) - W0188,2022,10913.640000000001,18.0,13.0,0.0,0.0,0.9999999999999998,0.0,0.0,,1,0.16967640441013399,False,Transfer/storage
Starrus Eco Holdings Limited (Greenogue) - W0188,2023,11115.501,15.0,13.0,0.0,0.0,1.0,0.0,0.0,,1,0.17762802005689932,False,Transfer/storage
Starrus Eco Holdings Limited (Greenogue) - W0188,2024,12191.55,12.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.20250021255746148,False,Transfer/storage
Starrus Eco Holdings Limited (Greenogue) - W0188,2025,14286.509999999998,15.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.20187383549076854,False,Transfer/storage
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2021,27926.280000000002,23.0,14.0,0.0,0.0,1.0,0.0,0.0,,1,0.14451626486903058,False,Transfer/storage
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2022,35702.46,24.0,16.0,0.0,0.0,1.0,0.0,0.0,,1,0.09960550870715468,False,Transfer/storage
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2023,39363.770000000004,27.0,16.0,0.0,0.0,1.0,0.0,0.0,,1,0.07084135166975258,False,Transfer/storage
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2024,60960.472,22.0,16.0,0.0,0.0,1.0,0.0,0.0,,1,0.1011438798662963,False,Transfer/storage
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2025,73225.82999999999,26.0,16.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.06998181019690819,False,Transfer/storage
Starrus Eco Holdings Limited (Munster) - W0136,2021,4601.88,21.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.17841861773342427,False,Transfer/storage
Starrus Eco Holdings Limited (Munster) - W0136,2022,3817.8235,20.0,11.0,0.0,0.0,0.9999999999999999,0.0,0.0,,1,0.17919088217699813,False,Transfer/storage
Starrus Eco Holdings Limited (Munster) - W0136,2023,4726.840200000001,20.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.1737481147738713,False,Transfer/storage
Starrus Eco Holdings Limited (Munster) - W0136,2024,6919.670099999999,15.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.21089839928206427,False,Transfer/storage
Starrus Eco Holdings Limited (Munster) - W0136,2025,10740.43,16.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.19503493125491822,False,Transfer/storage
Starrus Eco Holdings Limited (Slane) - W0140,2021,49816.82,21.0,13.0,0.9838118932521184,0.0,0.01618810674788154,0.0,0.0,1.0,0,0.05805107934576215,False,Recycler/Recovery
Starrus Eco Holdings Limited (Slane) - W0140,2022,28116.7,21.0,15.0,0.0,0.0,1.0,0.0,0.0,,1,0.14333789121156704,False,Transfer/storage
Starrus Eco Holdings Limited (Slane) - W0140,2023,24292.92,17.0,14.0,0.0,0.0,1.0,0.0,0.0,,1,0.1643868476699103,False,Transfer/storage
Starrus Eco Holdings Limited (Slane) - W0140,2024,27956.881,14.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.20005844629042874,False,Transfer/storage
Starrus Eco Holdings Limited (Slane) - W0140,2025,32794.520000000004,18.0,13.0,3.903091126200352e-05,0.0,0.9999609690887378,0.0,0.0,1.0,1,0.1347063861232698,False,Transfer/storage
Starrus Eco Holdings Limited (Sligo) - W0058,2021,328.865,4.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21134811550072324,False,Small transfer/storage
Starrus Eco Holdings Limited (Sligo) - W0058,2022,197.1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.2086696582644315,False,Small transfer/storage
Starrus Eco Holdings Limited (Sligo) - W0058,2023,316.74100000000004,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21046140732966473,False,Small transfer/storage
Starrus Eco Holdings Limited (Sligo) - W0058,2024,1166.0839999999998,7.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.21977929263049434,False,Transfer/storage
Starrus Eco Holdings Limited (Sligo) - W0058,2025,2797.16,5.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.20725568660264237,False,Transfer/storage
Starrus Eco Holdings Limited (Waterford City) - W0177,2021,2461.121,11.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.20029324707252655,False,Transfer/storage
Starrus Eco Holdings Limited (Waterford City) - W0177,2022,2315.8,15.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.2015211027108869,False,Transfer/storage
Starrus Eco Holdings Limited (Waterford City) - W0177,2023,4737.976,13.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.19884403689075747,False,Transfer/storage
Starrus Eco Holdings Limited (Waterford City) - W0177,2024,7982.84,16.0,11.0,0.0,0.0,1.0,0.0,0.0,,1,0.20183015489201067,False,Transfer/storage
Starrus Eco Holdings Limited (Waterford City) - W0177,2025,7538.43,15.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.20990559688378108,False,Transfer/storage
Ted O'Donoghue and Sons Limited - W0214,2021,6313.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.22528421850314562,False,Transfer/storage
Ted O'Donoghue and Sons Limited - W0214,2022,6450.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22497219010164582,False,Transfer/storage
Ted O'Donoghue and Sons Limited - W0214,2023,5462.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22594023638249539,False,Transfer/storage
Ted O'Donoghue and Sons Limited - W0214,2024,4536.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.22632212540954894,False,Transfer/storage
Ted O'Donoghue and Sons Limited - W0214,2025,4250.0,9.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.22544496769025735,False,Transfer/storage
The City Bin Co. Unlimited Company - W0148,2021,82.82,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20984796690601254,False,Small transfer/storage
The City Bin Co. Unlimited Company - W0148,2022,72.5,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20619573545624964,False,Small transfer/storage
The City Bin Co. Unlimited Company - W0148,2023,8.13,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.18968709581540266,False,Small transfer/storage
The City Bin Co. Unlimited Company - W0148,2024,1052.26,5.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.2092095601609616,False,Small transfer/storage
The City Bin Co. Unlimited Company - W0148,2025,3120.107,18.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.1995569121093902,False,Transfer/storage
The Hammond Lane Metal Company Limited - P0997,2021,9821.986,6.0,6.0,0.9875448814526919,0.0,0.012455118547308049,0.0,0.0,1.0,0,0.16238116739143366,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P0997,2022,10295.456999999999,11.0,6.0,0.9541146157960739,0.0,0.04588538420392607,0.0,0.0,1.0,0,0.12750946552293546,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P0997,2023,12229.638,12.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.22430575918254664,False,Transfer/storage
The Hammond Lane Metal Company Limited - P0997,2024,13596.690999999999,12.0,6.0,0.9667947885261201,0.0,0.033205211473879934,0.0,0.0,1.0,0,0.14133770765812187,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P0997,2025,12100.749,12.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22296150755988953,False,Transfer/storage
The Hammond Lane Metal Company Limited - P1002,2021,56962.388999999996,8.0,6.0,0.9356753453581451,0.0,0.064324654641855,0.0,0.0,1.0,0,0.1196386573860912,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P1002,2022,54309.862,14.0,6.0,0.9718654228950168,0.0,0.028134577104983256,0.0,0.0,1.0,0,0.14515032765166697,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P1002,2023,50323.234,15.0,6.0,0.9777810583477207,0.0,0.022218941652279348,0.0,0.0,1.0,0,0.14944049544497168,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P1002,2024,37656.770000000004,12.0,6.0,0.9874351145889569,0.0,0.012564885411042954,0.0,0.0,1.0,0,0.1631871775287413,False,Recycler/Recovery
The Hammond Lane Metal Company Limited - P1002,2025,37368.664000000004,14.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.20728528302541838,False,Transfer/storage
Thorntons Recycling Centre (Ballyfermot) - W0044,2021,3973.7299999999996,13.0,9.0,0.0,0.0,1.0,0.0,0.0,,1,0.22080907147665402,False,Transfer/storage
Thorntons Recycling Centre (Ballyfermot) - W0044,2022,18804.522,10.0,8.0,0.0,0.0,0.9999999999999998,0.0,0.0,,1,0.20910149490371732,False,Transfer/storage
Thorntons Recycling Centre (Ballyfermot) - W0044,2023,54660.662,17.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.1795042242136508,False,Transfer/storage
Thorntons Recycling Centre (Ballyfermot) - W0044,2024,57627.062000000005,15.0,12.0,0.0,0.0,1.0,0.0,0.0,,1,0.17960829451719001,False,Transfer/storage
Thorntons Recycling Centre (Ballyfermot) - W0044,2025,68153.38500000001,16.0,13.0,0.0,0.0,1.0,0.0,0.0,,1,0.16166046431732778,False,Transfer/storage
Tulligmore Quarry Solutions Limited - W0255,2022,46125.86,3.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0,0.06026490594616718,False,Recycler/Recovery
Tulligmore Quarry Solutions Limited - W0255,2023,443334.12,21.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.025025692719495618,False,Disposal/Landfill
Tulligmore Quarry Solutions Limited - W0255,2024,552791.02,41.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.07607708512449307,False,Recycler/Recovery
Tulligmore Quarry Solutions Limited - W0255,2025,455291.73600000003,58.0,3.0,1.0,0.0,0.0,0.999975180748723,0.0,1.0,2,0.05549112681749091,False,Recycler/Recovery
Valcroft Unlimited Company - P1136,2025,2993.94,5.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.214497541695927,False,Small transfer/storage
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2021,88.35,6.0,4.0,0.0,0.9037917374080362,0.09620826259196379,0.0,1.0,0.0,3,-0.038366011153976864,True,Disposal/Landfill
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2022,109.4,8.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.02531287052491682,False,Disposal/Landfill
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2023,71.326,7.0,4.0,0.0,1.0,0.0,0.0,0.9962846647786221,0.0,3,0.021161724908403512,False,Disposal/Landfill
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2024,0.841,4.0,3.0,0.0,1.0,0.0,0.0,0.6860879904875148,0.0,3,-0.0035986865084556285,True,Disposal/Landfill
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",2025,17.16,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.016022560019695264,False,Disposal/Landfill
Walshestown Restoration Limited - W0254,2021,637312.196,62.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.04372110827731357,False,Recycler/Recovery
Walshestown Restoration Limited - W0254,2022,505948.94000000006,74.0,5.0,1.0,0.0,0.0,0.989755408915374,0.0,1.0,2,0.0029970472539887494,False,Recycler/Recovery
Walshestown Restoration Limited - W0254,2023,596507.9360000001,75.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.0038102743151096075,False,Recycler/Recovery
Walshestown Restoration Limited - W0254,2024,347790.08999999997,47.0,3.0,1.0,0.0,0.0,0.9983604478206956,0.0,1.0,2,0.06690456280190249,False,Recycler/Recovery
Walshestown Restoration Limited - W0254,2025,629878.2760000001,80.0,3.0,0.18429712600534262,0.0,0.8157028739946572,0.0002974542973442697,0.0,1.0,1,-0.046084787312876574,True,Transfer/storage
Waste Recovery Services (Fermoy) Limited - W0107,2022,4191.3,11.0,7.0,0.1368358265931811,0.0,0.863164173406819,0.09163743945792474,0.0,1.0,1,0.0341571588695746,False,Transfer/storage
