licensee,year,total_accepted_t,n_records,n_low_codes,recovery_share,disposal_share,other_share,backfill_share,hazardous_share,recovery_rate,cluster,anomaly_score,is_anomaly,archetype
Enva Ireland Limited - W0192,2021,13830.342,16.0,8.0,0.0006960059266791811,0.9844721844188667,0.014831809654453952,0.0,0.311322308587886,0.0007064843683544617,3,-0.02953636166757967,True,Disposal/Landfill
Enva Ireland Limited - W0192,2022,23559.32,12.0,5.0,0.0002092590108712815,0.0,0.9997907409891287,0.0,0.15477696300232774,1.0,1,0.1157846769728369,False,Transfer/storage
Enva Ireland Limited - W0192,2023,31945.858,11.0,4.0,2.0722561278523183e-05,0.0,0.9999792774387215,0.0,0.09199371010789567,1.0,1,0.14974729121831648,False,Transfer/storage
Enva Ireland Limited - W0192,2024,18508.019999999997,13.0,6.0,0.000445752706124156,0.0,0.9995542472938759,0.0,0.19674335774437246,1.0,1,0.10221960214966364,False,Transfer/storage
Enva Ireland Limited - W0192,2025,44607.15,12.0,4.0,0.0,0.0,1.0,0.0,0.11346118279244471,,1,0.1519618444670786,False,Transfer/storage
GLV Bay Lane Limited - W0301,2025,33.76,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.16579863627243724,False,Small transfer/storage
Galway Corporation Depot - W0166,2022,66.66,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1951244760016494,False,Small transfer/storage
Galway Corporation Depot - W0166,2024,66.97,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.194853978285269,False,Small transfer/storage
Galway Corporation Depot - W0166,2025,8.76,4.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.18895925930915886,False,Small transfer/storage
Galway Metal Company Limited - P1006,2021,21844.750000000004,15.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18259453018991922,False,Recycler/Recovery
Galway Metal Company Limited - P1006,2022,19900.95,13.0,5.0,0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0,0.18266884559345237,False,Recycler/Recovery
Galway Metal Company Limited - P1006,2023,20645.863,12.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18221342352237474,False,Recycler/Recovery
Galway Metal Company Limited - P1006,2024,23399.399999999998,18.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.17281320475882594,False,Recycler/Recovery
Galway Metal Company Limited - P1006,2025,22887.3,15.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1799756510803623,False,Recycler/Recovery
Garryhesta Pit - W0299,2021,43162.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.14944764622886592,False,Recycler/Recovery
Garryhesta Pit - W0299,2022,253960.03,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19554800070764589,False,Recycler/Recovery
Garryhesta Pit - W0299,2023,281665.62,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1638292662249139,False,Recycler/Recovery
Garryhesta Pit - W0299,2024,300000.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1619706216361827,False,Recycler/Recovery
Garryhesta Pit - W0299,2025,276059.9,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1638292662249139,False,Recycler/Recovery
Glanway Limited - P1015,2023,17274.8,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.110031012764426,False,Disposal/Landfill
Glanway Limited - P1015,2024,11199.26,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.10825794454122734,False,Disposal/Landfill
Glanway Limited - P1015,2025,18318.34,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.10887038489047862,False,Disposal/Landfill
Gortadroma Landfill Site - W0017,2021,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Gortadroma Landfill Site - W0017,2022,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Gortadroma Landfill Site - W0017,2023,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Gortadroma Landfill Site - W0017,2024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Gortadroma Landfill Site - W0017,2025,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Green Circular Economy Unlimited Company - W0205,2021,29283.53,26.0,8.0,0.9999009682234348,0.0,9.90317765651887e-05,0.0,0.0,1.0,0,0.1063428401020573,False,Recycler/Recovery
Green Circular Economy Unlimited Company - W0205,2022,35244.998999999996,26.0,10.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.15760056441107245,False,Transfer/storage
Green Circular Economy Unlimited Company - W0205,2023,29896.281,27.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.14461053405922275,False,Transfer/storage
Green Circular Economy Unlimited Company - W0205,2024,23105.795,26.0,10.0,0.0,0.0,1.0,0.0,0.0,,1,0.15836855975042885,False,Transfer/storage
Green Circular Economy Unlimited Company - W0205,2025,19148.38,24.0,9.0,0.0,0.0,0.9999999999999998,0.0,0.0,,1,0.17972863404915929,False,Transfer/storage
Hi-Volt Ireland Limited - W0267,2021,556.168,10.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.2181361137278227,False,Small transfer/storage
Hi-Volt Ireland Limited - W0267,2022,446.476,10.0,5.0,0.0,0.0,1.0000000000000002,0.0,0.0,,4,0.2164494460464101,False,Small transfer/storage
Hi-Volt Ireland Limited - W0267,2023,517.408,10.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.2181361137278227,False,Small transfer/storage
Hi-Volt Ireland Limited - W0267,2024,428.06199999999995,10.0,6.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.219697911162349,False,Transfer/storage
Huntstown Inert Waste Recovery Facility - W0277,2021,1499662.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.15681968927694806,False,Recycler/Recovery
Huntstown Inert Waste Recovery Facility - W0277,2022,1411192.48,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.11863974496738483,False,Recycler/Recovery
Huntstown Inert Waste Recovery Facility - W0277,2023,127398.48,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1605623220548013,False,Recycler/Recovery
Huntstown Inert Waste Recovery Facility - W0277,2025,726647.22,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1318672994574156,False,Recycler/Recovery
Indaver Ireland Limited (Duleek) - W0167,2022,2.74,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,-0.007464928819798322,True,Recycler/Recovery
Indaver Ireland Limited (Duleek) - W0167,2023,20.64,6.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0,-0.0008801739989926505,True,Recycler/Recovery
Indaver Ireland Limited (Duleek) - W0167,2024,89.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18909183075858776,False,Recycler/Recovery
Indaver Ireland Limited (Duleek) - W0167,2025,340.08,4.0,2.0,1.0,0.0,0.0,0.0,0.045459891790167024,1.0,0,0.1594646587477772,False,Recycler/Recovery
"Indaver Ireland Limited (Tolka Quay Road), Dublin Port - W0036",2021,58.10300000000001,8.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.030862398562072846,False,Disposal/Landfill
"Indaver Ireland Limited (Tolka Quay Road), Dublin Port - W0036",2022,8.733,9.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.01332734215328335,False,Disposal/Landfill
"Indaver Ireland Limited (Tolka Quay Road), Dublin Port - W0036",2023,8.957999999999998,7.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.021815195985905533,False,Disposal/Landfill
"Indaver Ireland Limited (Tolka Quay Road), Dublin Port - W0036",2024,14.706000000000001,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0.028314637619074157,False,Disposal/Landfill
"Indaver Ireland Limited (Tolka Quay Road), Dublin Port - W0036",2025,22.241,13.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,3,-0.006026694551213074,True,Disposal/Landfill
Integrated Materials Solutions Limited Partnership - W0129,2021,1170536.1,22.0,6.0,0.20125208440816136,0.7987479155918386,0.0,0.003626355479339766,0.0,0.2012520844081614,3,-0.02834556166265012,True,Disposal/Landfill
Integrated Materials Solutions Limited Partnership - W0129,2022,787225.6359999999,156.0,7.0,0.16264302652867368,0.8373569734713263,0.0,0.05605495804763146,0.0,0.16264302652867368,3,-0.1257572390056788,True,Disposal/Landfill
Integrated Materials Solutions Limited Partnership - W0129,2023,1053701.04,141.0,5.0,0.11317253706041705,0.8868274629395829,0.0,0.0526400543364748,0.0,0.11317253706041705,3,-0.11103358264269025,True,Disposal/Landfill
Integrated Materials Solutions Limited Partnership - W0129,2024,1066397.8,142.0,6.0,0.749970948927314,0.25002905107268597,0.0,0.02259856500079051,0.0,0.749970948927314,1,-0.09368871405615864,True,Transfer/storage
Integrated Materials Solutions Limited Partnership - W0129,2025,1032764.09,154.0,5.0,1.0,0.0,0.0,0.15645745389927335,0.0,1.0,1,-0.048635711826889416,True,Transfer/storage
Irish Packaging Recycling Unlimited Company - W0263,2021,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
JFK Environmental Limited - W0196,2021,99.16,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18881725005590172,False,Recycler/Recovery
JFK Environmental Limited - W0196,2022,17.299999999999997,3.0,2.0,0.7826589595375724,0.21734104046242778,0.0,0.0,0.21734104046242778,0.7826589595375724,0,0.009123825843413536,False,Recycler/Recovery
JFK Environmental Limited - W0196,2025,21.9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,4,0.006294196137141772,False,Small transfer/storage
KMK Metals Recycling Limited - P1076,2025,24.278,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1659216031005557,False,Small transfer/storage
KMK Metals Recycling Limited - W0113,2021,5.664000000000001,2.0,2.0,1.0,0.0,0.0,0.0,0.01571327683615819,1.0,0,0.12388425046637541,False,Recycler/Recovery
KMK Metals Recycling Limited - W0113,2022,5.73,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.14178930574952558,False,Recycler/Recovery
KMK Metals Recycling Limited - W0113,2023,6.164,2.0,2.0,0.6815379623621025,0.0,0.3184620376378975,0.0,0.3184620376378975,1.0,4,-0.01846804459089746,True,Small transfer/storage
KMK Metals Recycling Limited - W0113,2024,7.952999999999999,2.0,2.0,0.0,0.0,1.0,0.0,0.1298880925436942,,4,0.13272650865616847,False,Small transfer/storage
KMK Metals Recycling Limited - W0113,2025,1.276,2.0,2.0,0.12695924764890282,0.0,0.8730407523510972,0.0,0.12695924764890282,1.0,4,0.0029705500052396028,False,Small transfer/storage
Key Waste Management Limited - W0045,2021,24532.52,9.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.21372533834917673,False,Transfer/storage
Key Waste Management Limited - W0045,2022,25214.46,10.0,6.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.21449033214282504,False,Transfer/storage
Key Waste Management Limited - W0045,2023,19388.36,14.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.214680702353378,False,Transfer/storage
Key Waste Management Limited - W0045,2024,21792.84,21.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.19607754398997507,False,Transfer/storage
Key Waste Management Limited - W0045,2025,31004.79,25.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.16222349401361957,False,Transfer/storage
Kiernan Sand & Gravel Ltd - W0262,2021,7671.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20068631536589554,False,Recycler/Recovery
Kiernan Sand & Gravel Ltd - W0262,2022,14582.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.2028862474740053,False,Recycler/Recovery
Kiernan Sand & Gravel Ltd - W0262,2023,15152.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1916009216782339,False,Recycler/Recovery
Kiernan Sand & Gravel Ltd - W0262,2024,9056.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20095286833745296,False,Recycler/Recovery
Kiernan Sand & Gravel Ltd - W0262,2025,8022.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.20265000772960612,False,Recycler/Recovery
Kildare County Council - P1063,2021,386069.41000000003,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.06534237282824273,False,Disposal/Landfill
Kildare County Council - P1063,2022,50192.22,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.10370601607164737,False,Disposal/Landfill
Kildare County Council - P1063,2023,190.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.05843907287492045,False,Disposal/Landfill
Kildare Sand & Gravel Limited - W0295,2021,194051.59,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.16385133928708473,False,Recycler/Recovery
Kildare Sand & Gravel Limited - W0295,2022,131053.61,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1608560131894488,False,Recycler/Recovery
Kildare Sand & Gravel Limited - W0295,2023,105808.15,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.15857004668932628,False,Recycler/Recovery
Kildare Sand & Gravel Limited - W0295,2024,82703.74,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1601049009257271,False,Recycler/Recovery
Killarney Waste Disposal Unlimited Company - W0217,2021,673.941,8.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.22248202394223193,False,Small transfer/storage
Killarney Waste Disposal Unlimited Company - W0217,2022,731.0799999999999,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20985537035024182,False,Small transfer/storage
Killarney Waste Disposal Unlimited Company - W0217,2023,1114.421,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.2076824396574498,False,Small transfer/storage
Killarney Waste Disposal Unlimited Company - W0217,2024,3636.57,9.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.2278559491800694,False,Transfer/storage
Killarney Waste Disposal Unlimited Company - W0217,2025,3557.41,14.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22312884336004463,False,Transfer/storage
Kilmurry South - W0048,2021,49159.33,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.2004170740557945,False,Recycler/Recovery
Kilmurry South - W0048,2022,53165.2,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1943728973497043,False,Recycler/Recovery
Kilmurry South - W0048,2023,53307.94,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1862484581736477,False,Recycler/Recovery
Kilmurry South - W0048,2024,49619.06999999999,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.187943016056345,False,Recycler/Recovery
Kilmurry South - W0048,2025,23835.999999999996,9.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18837200490611256,False,Recycler/Recovery
Kilsaran Concrete - W0300,2021,299917.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19374190295217475,False,Recycler/Recovery
Kilsaran Concrete - W0300,2022,249307.87,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19554800070764589,False,Recycler/Recovery
Kilsaran Concrete - W0300,2023,299987.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19374190295217475,False,Recycler/Recovery
Kilsaran Concrete - W0300,2024,226455.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19507900225453528,False,Recycler/Recovery
Kilsaran Concrete - W0300,2025,233589.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19507900225453528,False,Recycler/Recovery
Kilsaran Concrete Unlimited Company - W0296,2021,399738.82,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1862101512864432,False,Recycler/Recovery
Kilsaran Concrete Unlimited Company - W0296,2022,275875.35,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1638292662249139,False,Recycler/Recovery
Kilsaran Concrete Unlimited Company - W0296,2023,398193.58,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18724516935898888,False,Recycler/Recovery
Kilsaran Concrete Unlimited Company - W0296,2024,290251.09,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19368562481949103,False,Recycler/Recovery
Kilsaran Concrete Unlimited Company - W0296,2025,343907.15,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19127803959583267,False,Recycler/Recovery
Kinsale Road Landfill - W0012,2021,401.18,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1883071737272463,False,Small transfer/storage
Kinsale Road Landfill - W0012,2022,188.92,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1943606381360944,False,Small transfer/storage
Kinsale Road Landfill - W0012,2023,237.84,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.19412983845535892,False,Small transfer/storage
Kinsale Road Landfill - W0012,2024,279.3,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.19442550248137713,False,Small transfer/storage
Kinsale Road Landfill - W0012,2025,250.26,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.19593700243489304,False,Small transfer/storage
Knockharley Landfill - W0146,2022,22124.28,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1967577139182562,False,Recycler/Recovery
Knockharley Landfill - W0146,2023,28602.2,9.0,2.0,0.9762046276160574,0.023795372383942495,0.0,0.0,0.0,0.9762046276160575,0,0.15783810997599296,False,Recycler/Recovery
Knockharley Landfill - W0146,2024,11975.8,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.10857866229758945,False,Recycler/Recovery
Knockharley Landfill - W0146,2025,62.1,2.0,2.0,0.8776167471819646,0.12238325281803542,0.0,0.8776167471819646,0.0,0.8776167471819646,2,-0.0253250984683302,True,Recycler/Recovery
Kyletalesha Landfill - W0026,2021,117400.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.10379366669778634,False,Disposal/Landfill
Kyletalesha Landfill - W0026,2022,138644.2,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.08375149786144431,False,Disposal/Landfill
Kyletalesha Landfill - W0026,2023,127952.48,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.10339240781428899,False,Disposal/Landfill
Kyletalesha Landfill - W0026,2024,119799.75999999998,9.0,2.0,0.0,0.9998427375814444,0.0001572624185557634,0.0,0.0,0.0,3,0.07407321357826757,False,Disposal/Landfill
Kyletalesha Landfill - W0026,2025,20297.199999999997,7.0,2.0,0.0,0.9988559998423429,0.001144000157657214,0.0,0.0,0.0,3,0.08794766075974148,False,Disposal/Landfill
Macroom Civic Amenity Site - W0142,2022,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4,0.14594567740689113,False,Small transfer/storage
Macroom Civic Amenity Site - W0142,2023,13.32,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.19054162027097626,False,Small transfer/storage
Macroom Civic Amenity Site - W0142,2024,17.44,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1922398554256456,False,Small transfer/storage
Macroom Civic Amenity Site - W0142,2025,22.1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1923589836823109,False,Small transfer/storage
Metal Processors Limited - P0401,2021,16468.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.21478360740850533,False,Recycler/Recovery
Metal Processors Limited - P0401,2022,14693.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.21450093909487,False,Recycler/Recovery
Metal Processors Limited - P0401,2023,16384.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.21478360740850533,False,Recycler/Recovery
Metal Processors Limited - P0401,2024,15466.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.21450093909487,False,Recycler/Recovery
Metal Processors Limited - P0401,2025,13436.62,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.21433451635926315,False,Recycler/Recovery
Midleton Quarry - W0307,2023,243851.42,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.16244263388389046,False,Recycler/Recovery
Midleton Quarry - W0307,2024,278293.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1638292662249139,False,Recycler/Recovery
Midleton Quarry - W0307,2025,296924.32,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1614280472480476,False,Recycler/Recovery
Milverton Waste Recovery Facility - W0272,2021,4990.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.13345962407707013,False,Recycler/Recovery
Milverton Waste Recovery Facility - W0272,2023,379692.89,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.15555857808193813,False,Recycler/Recovery
Milverton Waste Recovery Facility - W0272,2024,399608.94,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.1526470626739767,False,Recycler/Recovery
Milverton Waste Recovery Facility - W0272,2025,387247.23,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.15475349264324756,False,Recycler/Recovery
Mulleady’s Limited (Drumlish) - W0169,2021,195.46,6.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.21348493835420507,False,Small transfer/storage
Mulleady’s Limited (Drumlish) - W0169,2022,353.04,3.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.20904431813084795,False,Small transfer/storage
Mulleady’s Limited (Drumlish) - W0169,2023,112.08,4.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.1996639941038355,False,Small transfer/storage
Mulleady’s Limited (Drumlish) - W0169,2024,504.37,7.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.21921124735134795,False,Small transfer/storage
Mulleady’s Limited (Drumlish) - W0169,2025,1216.5700000000002,6.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.21347427016129156,False,Small transfer/storage
Mulleady’s Limited (Mullingar) - W0197,2021,138.82,12.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.18919004568078096,False,Transfer/storage
Mulleady’s Limited (Mullingar) - W0197,2022,145.68,12.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.17771958772213942,False,Transfer/storage
Mulleady’s Limited (Mullingar) - W0197,2023,129.82,9.0,6.0,0.0,0.0,1.0,0.0,0.0,,4,0.20037510995811292,False,Small transfer/storage
Mulleady’s Limited (Mullingar) - W0197,2024,262.78,11.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.20359015208691839,False,Transfer/storage
Mulleady’s Limited (Mullingar) - W0197,2025,196.1,7.0,5.0,0.0,0.0,1.0,0.0,0.0,,4,0.2127623911983637,False,Small transfer/storage
Murray Waste Recycling Limited - W0258,2021,12441.730000000001,7.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.21787080750877363,False,Transfer/storage
Murray Waste Recycling Limited - W0258,2022,4432.3099999999995,9.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.21570733515868723,False,Transfer/storage
Murray Waste Recycling Limited - W0258,2023,3147.0240000000003,9.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.2230238430397698,False,Transfer/storage
Murray Waste Recycling Limited - W0258,2024,418.28,9.0,8.0,0.0,0.0,1.0,0.0,0.0,,1,0.19636138719340995,False,Transfer/storage
Murray Waste Recycling Limited - W0258,2025,666.3399999999999,11.0,8.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.2014518807647077,False,Transfer/storage
N&C Enterprises Limited - W0292,2021,240078.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1961875025516132,False,Recycler/Recovery
N&C Enterprises Limited - W0292,2022,187627.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.1979578071967541,False,Recycler/Recovery
N&C Enterprises Limited - W0292,2023,344776.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.19100493855263,False,Recycler/Recovery
N&C Enterprises Limited - W0292,2024,240933.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.18048844352332966,False,Recycler/Recovery
N&C Enterprises Limited - W0292,2025,150216.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2,0.13229962729496575,False,Recycler/Recovery
North City Operations Depot - W0302,2023,1740.8999999999999,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.2212767367859595,False,Small transfer/storage
North City Operations Depot - W0302,2024,4399.9400000000005,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.21980647696146144,False,Small transfer/storage
North City Operations Depot - W0302,2025,5393.28,6.0,3.0,0.0,0.0,1.0,0.0,0.0,,4,0.2197761665318269,False,Small transfer/storage
O'Toole Composting Limited - W0284,2021,1006.48,7.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.21749291600980886,False,Small transfer/storage
O'Toole Composting Limited - W0284,2022,1141.34,7.0,4.0,0.0,0.0,1.0,0.0,0.0,,4,0.21835360355027822,False,Small transfer/storage
O'Toole Composting Limited - W0284,2023,2481.8599999999997,8.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.22675140752070777,False,Transfer/storage
O'Toole Composting Limited - W0284,2024,8369.52,9.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.22404077466456557,False,Transfer/storage
O'Toole Composting Limited - W0284,2025,8546.85,12.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22398014974989072,False,Transfer/storage
Oxigen Environmental  (Merrywell) - W0208,2023,80.58,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,4,0.20880827024648807,False,Small transfer/storage
Oxigen Environmental  (Merrywell) - W0208,2024,8320.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,4,0.1757956271869967,False,Small transfer/storage
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2021,27064.190000000002,7.0,3.0,0.0,0.0,1.0,0.0,0.0,,1,0.2063521285288341,False,Transfer/storage
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2022,10318.7,12.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.22623434437314033,False,Transfer/storage
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2023,6319.189999999999,9.0,6.0,0.0,0.0,1.0000000000000002,0.0,0.0,,1,0.22630452385844807,False,Transfer/storage
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2024,9691.062,11.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.22348092831074579,False,Transfer/storage
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2025,14764.141,20.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.20138760789098997,False,Transfer/storage
Oxigen Environmental (Coes Road) - W0144,2021,27051.725,13.0,4.0,0.0,0.0,1.0,0.0,0.0,,1,0.20596439612742823,False,Transfer/storage
Oxigen Environmental (Coes Road) - W0144,2022,31559.8,16.0,5.0,0.0,0.0,1.0,0.0,0.0,,1,0.19971677593210002,False,Transfer/storage
Oxigen Environmental (Coes Road) - W0144,2023,36861.979,19.0,6.0,0.0,0.0,1.0,0.0,0.0,,1,0.19247711538475087,False,Transfer/storage
Oxigen Environmental (Coes Road) - W0144,2024,43748.48,14.0,7.0,0.0,0.0,1.0,0.0,0.0,,1,0.21221120821395728,False,Transfer/storage
