licensee,year,total_accepted_t,n_records,n_low_codes,recovery_share,disposal_share,other_share,backfill_share,hazardous_share,recovery_rate
JFK Environmental Limited - W0196,2022,17.299999999999997,3.0,2.0,0.7826589595375724,0.21734104046242778,0.0,0.0,0.21734104046242778,0.7826589595375724
JFK Environmental Limited - W0196,2025,21.9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,
KMK Metals Recycling Limited - P1076,2025,24.278,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
KMK Metals Recycling Limited - W0113,2021,5.664000000000001,2.0,2.0,1.0,0.0,0.0,0.0,0.01571327683615819,1.0
KMK Metals Recycling Limited - W0113,2022,5.73,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
KMK Metals Recycling Limited - W0113,2023,6.164,2.0,2.0,0.6815379623621025,0.0,0.3184620376378975,0.0,0.3184620376378975,1.0
KMK Metals Recycling Limited - W0113,2024,7.952999999999999,2.0,2.0,0.0,0.0,1.0,0.0,0.1298880925436942,
KMK Metals Recycling Limited - W0113,2025,1.276,2.0,2.0,0.12695924764890282,0.0,0.8730407523510972,0.0,0.12695924764890282,1.0
Key Waste Management Limited - W0045,2021,24532.52,9.0,5.0,0.0,0.0,1.0,0.0,0.0,
Key Waste Management Limited - W0045,2022,25214.46,10.0,6.0,0.0,0.0,1.0000000000000002,0.0,0.0,
Key Waste Management Limited - W0045,2023,19388.36,14.0,6.0,0.0,0.0,1.0,0.0,0.0,
Key Waste Management Limited - W0045,2024,21792.84,21.0,7.0,0.0,0.0,1.0,0.0,0.0,
Key Waste Management Limited - W0045,2025,31004.79,25.0,8.0,0.0,0.0,1.0,0.0,0.0,
Kiernan Sand & Gravel Ltd - W0262,2021,7671.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Kiernan Sand & Gravel Ltd - W0262,2022,14582.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Kiernan Sand & Gravel Ltd - W0262,2023,15152.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kiernan Sand & Gravel Ltd - W0262,2024,9056.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Kiernan Sand & Gravel Ltd - W0262,2025,8022.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Kildare County Council - P1063,2021,386069.41000000003,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kildare County Council - P1063,2022,50192.22,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kildare County Council - P1063,2023,190.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kildare Sand & Gravel Limited - W0295,2021,194051.59,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Kildare Sand & Gravel Limited - W0295,2022,131053.61,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Kildare Sand & Gravel Limited - W0295,2023,105808.15,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Kildare Sand & Gravel Limited - W0295,2024,82703.74,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Killarney Waste Disposal Unlimited Company - W0217,2021,673.941,8.0,5.0,0.0,0.0,1.0,0.0,0.0,
Killarney Waste Disposal Unlimited Company - W0217,2022,731.0799999999999,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
Killarney Waste Disposal Unlimited Company - W0217,2023,1114.421,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
Killarney Waste Disposal Unlimited Company - W0217,2024,3636.57,9.0,6.0,0.0,0.0,1.0,0.0,0.0,
Killarney Waste Disposal Unlimited Company - W0217,2025,3557.41,14.0,6.0,0.0,0.0,1.0,0.0,0.0,
Kilmurry South - W0048,2021,49159.33,6.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilmurry South - W0048,2022,53165.2,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilmurry South - W0048,2023,53307.94,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilmurry South - W0048,2024,49619.06999999999,8.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilmurry South - W0048,2025,23835.999999999996,9.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete - W0300,2021,299917.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete - W0300,2022,249307.87,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete - W0300,2023,299987.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete - W0300,2024,226455.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete - W0300,2025,233589.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete Unlimited Company - W0296,2021,399738.82,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete Unlimited Company - W0296,2022,275875.35,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Kilsaran Concrete Unlimited Company - W0296,2023,398193.58,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete Unlimited Company - W0296,2024,290251.09,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kilsaran Concrete Unlimited Company - W0296,2025,343907.15,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Kinsale Road Landfill - W0012,2021,401.18,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Kinsale Road Landfill - W0012,2022,188.92,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Kinsale Road Landfill - W0012,2023,237.84,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Kinsale Road Landfill - W0012,2024,279.3,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Kinsale Road Landfill - W0012,2025,250.26,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Knockharley Landfill - W0146,2022,22124.28,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Knockharley Landfill - W0146,2023,28602.2,9.0,2.0,0.9762046276160574,0.023795372383942495,0.0,0.0,0.0,0.9762046276160575
Knockharley Landfill - W0146,2024,11975.8,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Knockharley Landfill - W0146,2025,62.1,2.0,2.0,0.8776167471819646,0.12238325281803542,0.0,0.8776167471819646,0.0,0.8776167471819646
Kyletalesha Landfill - W0026,2021,117400.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kyletalesha Landfill - W0026,2022,138644.2,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kyletalesha Landfill - W0026,2023,127952.48,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kyletalesha Landfill - W0026,2024,119799.75999999998,9.0,2.0,0.0,0.9998427375814444,0.0001572624185557634,0.0,0.0,0.0
Kyletalesha Landfill - W0026,2025,20297.199999999997,7.0,2.0,0.0,0.9988559998423429,0.001144000157657214,0.0,0.0,0.0
Macroom Civic Amenity Site - W0142,2022,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Macroom Civic Amenity Site - W0142,2023,13.32,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Macroom Civic Amenity Site - W0142,2024,17.44,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Macroom Civic Amenity Site - W0142,2025,22.1,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Metal Processors Limited - P0401,2021,16468.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Metal Processors Limited - P0401,2022,14693.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Metal Processors Limited - P0401,2023,16384.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Metal Processors Limited - P0401,2024,15466.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Metal Processors Limited - P0401,2025,13436.62,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Midleton Quarry - W0307,2023,243851.42,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Midleton Quarry - W0307,2024,278293.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Midleton Quarry - W0307,2025,296924.32,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Milverton Waste Recovery Facility - W0272,2021,4990.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Milverton Waste Recovery Facility - W0272,2023,379692.89,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Milverton Waste Recovery Facility - W0272,2024,399608.94,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Milverton Waste Recovery Facility - W0272,2025,387247.23,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Mulleady’s Limited (Drumlish) - W0169,2021,195.46,6.0,4.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Drumlish) - W0169,2022,353.04,3.0,3.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Drumlish) - W0169,2023,112.08,4.0,4.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Drumlish) - W0169,2024,504.37,7.0,5.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Drumlish) - W0169,2025,1216.5700000000002,6.0,4.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Mullingar) - W0197,2021,138.82,12.0,7.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Mullingar) - W0197,2022,145.68,12.0,8.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Mullingar) - W0197,2023,129.82,9.0,6.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Mullingar) - W0197,2024,262.78,11.0,7.0,0.0,0.0,1.0,0.0,0.0,
Mulleady’s Limited (Mullingar) - W0197,2025,196.1,7.0,5.0,0.0,0.0,1.0,0.0,0.0,
Murray Waste Recycling Limited - W0258,2021,12441.730000000001,7.0,6.0,0.0,0.0,1.0,0.0,0.0,
Murray Waste Recycling Limited - W0258,2022,4432.3099999999995,9.0,8.0,0.0,0.0,1.0,0.0,0.0,
Murray Waste Recycling Limited - W0258,2023,3147.0240000000003,9.0,7.0,0.0,0.0,1.0,0.0,0.0,
Murray Waste Recycling Limited - W0258,2024,418.28,9.0,8.0,0.0,0.0,1.0,0.0,0.0,
Murray Waste Recycling Limited - W0258,2025,666.3399999999999,11.0,8.0,0.0,0.0,1.0000000000000002,0.0,0.0,
N&C Enterprises Limited - W0292,2021,240078.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
N&C Enterprises Limited - W0292,2022,187627.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
N&C Enterprises Limited - W0292,2023,344776.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
N&C Enterprises Limited - W0292,2024,240933.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
N&C Enterprises Limited - W0292,2025,150216.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
North City Operations Depot - W0302,2023,1740.8999999999999,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
North City Operations Depot - W0302,2024,4399.9400000000005,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
North City Operations Depot - W0302,2025,5393.28,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
O'Toole Composting Limited - W0284,2021,1006.48,7.0,4.0,0.0,0.0,1.0,0.0,0.0,
O'Toole Composting Limited - W0284,2022,1141.34,7.0,4.0,0.0,0.0,1.0,0.0,0.0,
O'Toole Composting Limited - W0284,2023,2481.8599999999997,8.0,5.0,0.0,0.0,1.0,0.0,0.0,
O'Toole Composting Limited - W0284,2024,8369.52,9.0,5.0,0.0,0.0,1.0,0.0,0.0,
O'Toole Composting Limited - W0284,2025,8546.85,12.0,6.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  (Merrywell) - W0208,2023,80.58,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  (Merrywell) - W0208,2024,8320.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2021,27064.190000000002,7.0,3.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2022,10318.7,12.0,7.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2023,6319.189999999999,9.0,6.0,0.0,0.0,1.0000000000000002,0.0,0.0,
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2024,9691.062,11.0,6.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental  Unlimited Company (Robinhood) - W0152,2025,14764.141,20.0,6.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental (Coes Road) - W0144,2021,27051.725,13.0,4.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental (Coes Road) - W0144,2022,31559.8,16.0,5.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental (Coes Road) - W0144,2023,36861.979,19.0,6.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental (Coes Road) - W0144,2024,43748.48,14.0,7.0,0.0,0.0,1.0,0.0,0.0,
Oxigen Environmental (Coes Road) - W0144,2025,60564.818,17.0,7.0,0.0,0.0,1.0,0.0,0.0,
P Carney Limited - P0402,2021,2638.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
P Carney Limited - P0402,2022,2448.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
P Carney Limited - P0402,2023,2194.73,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
P Carney Limited - P0402,2024,2628.94,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
P Carney Limited - P0402,2025,2936.8,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Padraig Thornton Waste Disposal Limited - W0227,2021,17167.614999999998,19.0,9.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Limited - W0227,2022,23578.253,19.0,8.0,0.0,0.0,1.0000000000000002,0.0,0.0,
Padraig Thornton Waste Disposal Limited - W0227,2023,59012.539000000004,18.0,9.0,0.0,0.0,0.9999999999999999,0.0,0.0,
Padraig Thornton Waste Disposal Limited - W0227,2024,67829.897,15.0,8.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Limited - W0227,2025,81441.231,19.0,12.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Ltd - W0206,2021,8371.409,16.0,9.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Ltd - W0206,2022,8803.060000000001,15.0,7.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Ltd - W0206,2023,17774.96,17.0,11.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Ltd - W0206,2024,20881.47,13.0,8.0,0.0,0.0,1.0,0.0,0.0,
Padraig Thornton Waste Disposal Ltd - W0206,2025,7735.926,13.0,9.0,0.0,0.0,1.0,0.0,0.0,
Powerstown Landfill Site - W0025,2021,84.32000000000001,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
Powerstown Landfill Site - W0025,2022,57.879999999999995,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
Powerstown Landfill Site - W0025,2023,94.225,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
Powerstown Landfill Site - W0025,2024,118.565,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
Powerstown Landfill Site - W0025,2025,124.99,4.0,2.0,0.0,0.0,1.0,0.0,0.0,
Raffeen Landfill Site - W0023,2021,288.46000000000004,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Raffeen Landfill Site - W0023,2022,262.44000000000005,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Raffeen Landfill Site - W0023,2023,373.14,6.0,4.0,0.0,0.0,1.0,0.0,0.0,
Raffeen Landfill Site - W0023,2024,317.71000000000004,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Raffeen Landfill Site - W0023,2025,302.88,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Rathroeen Landfill - W0067,2021,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
Rathroeen Landfill - W0067,2022,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
Rathroeen Landfill - W0067,2023,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
Rathroeen Landfill - W0067,2024,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,
Rathroeen Landfill - W0067,2025,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,
Ray Whelan Ltd - W0158,2021,1660.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,
Ray Whelan Ltd - W0158,2022,1738.9099999999999,5.0,2.0,0.0,0.0,1.0,0.0,0.0,
Ray Whelan Ltd - W0158,2023,1596.89,7.0,4.0,0.0,0.0,1.0,0.0,0.0,
Ray Whelan Ltd - W0158,2024,1983.12,7.0,3.0,0.0,0.0,1.0,0.0,0.0,
Ray Whelan Ltd - W0158,2025,1787.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,
Recycling Centre and Waste Transfer Station - W0200,2021,176.32000000000002,6.0,3.0,0.0,0.6740018148820326,0.3259981851179673,0.0,0.0,0.0
Recycling Centre and Waste Transfer Station - W0200,2022,183.44,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Recycling Centre and Waste Transfer Station - W0200,2023,201.04,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Recycling Centre and Waste Transfer Station - W0200,2024,220.54,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Recycling Centre and Waste Transfer Station - W0200,2025,212.3,6.0,3.0,0.0,0.0,1.0,0.0,0.0,
Rilta Environmental - W0185,2021,6072.274,13.0,6.0,0.0,0.9861875468728848,0.013812453127115144,0.0,0.9924354533408736,0.0
Rilta Environmental - W0185,2022,5661.136,16.0,8.0,0.0,0.9787214085653478,0.021278591434651984,0.0,0.9858341152729767,0.0
Rilta Environmental - W0185,2023,5988.5,12.0,5.0,0.0,0.9884314936962512,0.011568506303748853,0.0,0.9919629289471487,0.0
Rilta Environmental - W0185,2024,6111.461,8.0,3.0,0.0,0.995043411059974,0.004956588940025961,0.0,0.995043411059974,0.0
Rilta Environmental - W0185,2025,10331.806999999999,11.0,4.0,0.0,0.9977673798978244,0.0022326201021757378,0.0,0.9979274680605243,0.0
Roscommon Landfill Facility - W0073,2023,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Roscommon Landfill Facility - W0073,2024,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2021,9.058,2.0,1.0,0.0,0.0,1.0,0.0,1.0,
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2022,3.46,6.0,3.0,0.0,0.0,1.0,0.0,0.9277456647398844,
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2023,10.591,4.0,2.0,0.0,0.0,1.0,0.0,0.9809272023416108,
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Road, Dublin 10 - W0054",2024,0.254,2.0,1.0,0.0,0.0,1.0,0.0,0.0,
SRCL Limited - W0055,2021,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Saint-Gobain Construction Products (Ireland) Limited - P0519,2021,1922.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Saint-Gobain Construction Products (Ireland) Limited - P0519,2022,2623.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Saint-Gobain Construction Products (Ireland) Limited - P0519,2023,3034.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Saint-Gobain Construction Products (Ireland) Limited - P0519,2024,3085.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Saint-Gobain Construction Products (Ireland) Limited - P0519,2025,3691.76,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Scotch Corner Landfill - W0020,2021,75.71,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Silliot Hill Landfill - W0014,2025,18.32,5.0,4.0,0.0,0.0,1.0,0.0,0.0,
Soltec (Ireland) Limited - P1093,2021,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,
Soltec (Ireland) Limited - P1093,2022,4.811,6.0,4.0,0.0,0.0,1.0,0.0,0.8678029515693203,
Soltec (Ireland) Limited - P1093,2023,12.636,7.0,3.0,0.0,0.0,1.0,0.0,0.6251978474200697,
Soltec (Ireland) Limited - P1093,2024,41.5,5.0,2.0,0.0,0.0,1.0,0.0,0.21927710843373494,
Soltec (Ireland) Limited - P1093,2025,9.632,10.0,3.0,0.0,0.0,1.0,0.0,0.9998961794019934,
Starrus Eco Holdings Limited (Ballymount) - W0039,2021,15095.98,18.0,12.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Ballymount) - W0039,2022,23072.210000000003,16.0,12.0,0.0,0.0,0.9999999999999999,0.0,0.0,
Starrus Eco Holdings Limited (Ballymount) - W0039,2023,29352.656000000003,16.0,12.0,0.0,0.0,0.9999999999999999,0.0,0.0,
Starrus Eco Holdings Limited (Ballymount) - W0039,2024,32644.593,15.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Ballymount) - W0039,2025,40090.06999999999,16.0,11.0,0.0,0.0,1.0000000000000002,0.0,0.0,
Starrus Eco Holdings Limited (Cappagh) - W0261,2021,215.02,6.0,6.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Cappagh) - W0261,2022,23.58,6.0,6.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Cappagh) - W0261,2023,126.83999999999999,3.0,3.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Cappagh) - W0261,2024,105.34,6.0,5.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Cappagh) - W0261,2025,3508.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,
"Starrus Eco Holdings Limited (Cookstown, Tallaght) - W0079",2024,1.3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Dock Road) - W0082,2021,2845.9700000000003,13.0,8.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Dock Road) - W0082,2022,2368.68,13.0,9.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Dock Road) - W0082,2023,4308.0929,15.0,7.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Dock Road) - W0082,2024,6600.268,17.0,12.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Dock Road) - W0082,2025,7577.63,15.0,10.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Fassaroe) - W0053,2021,10955.501,20.0,14.0,0.0,0.0,1.0,0.0,0.1360961036834372,
Starrus Eco Holdings Limited (Fassaroe) - W0053,2022,16960.2,20.0,14.0,0.0,0.0,1.0,0.0,0.07604214572941356,
Starrus Eco Holdings Limited (Fassaroe) - W0053,2023,19684.03,21.0,14.0,0.0,0.0,1.0,0.0,0.08358552593142766,
Starrus Eco Holdings Limited (Fassaroe) - W0053,2024,24898.382999999998,21.0,15.0,0.0,0.0,1.0,0.0,0.058322662961687116,
Starrus Eco Holdings Limited (Fassaroe) - W0053,2025,26857.36,21.0,15.0,0.0,0.0,1.0,0.0,0.07149771980566966,
Starrus Eco Holdings Limited (Gorey) - W0220,2021,299.38000000000005,10.0,7.0,0.0,0.0,0.9999999999999998,0.0,0.0,
Starrus Eco Holdings Limited (Gorey) - W0220,2022,792.62,10.0,5.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Gorey) - W0220,2023,1506.561,8.0,6.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Gorey) - W0220,2024,3394.95,10.0,8.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Gorey) - W0220,2025,4974.56,7.0,6.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Greenogue) - W0188,2021,3086.44,9.0,7.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Greenogue) - W0188,2022,10913.640000000001,18.0,13.0,0.0,0.0,0.9999999999999998,0.0,0.0,
Starrus Eco Holdings Limited (Greenogue) - W0188,2023,11115.501,15.0,13.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Greenogue) - W0188,2024,12191.55,12.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Greenogue) - W0188,2025,14286.509999999998,15.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2021,27926.280000000002,23.0,14.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2022,35702.46,24.0,16.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2023,39363.770000000004,27.0,16.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2024,60960.472,22.0,16.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,2025,73225.82999999999,26.0,16.0,0.0,0.0,1.0000000000000002,0.0,0.0,
Starrus Eco Holdings Limited (Munster) - W0136,2021,4601.88,21.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Munster) - W0136,2022,3817.8235,20.0,11.0,0.0,0.0,0.9999999999999999,0.0,0.0,
Starrus Eco Holdings Limited (Munster) - W0136,2023,4726.840200000001,20.0,12.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Munster) - W0136,2024,6919.670099999999,15.0,10.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Munster) - W0136,2025,10740.43,16.0,12.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Slane) - W0140,2021,49816.82,21.0,13.0,0.9838118932521184,0.0,0.01618810674788154,0.0,0.0,1.0
Starrus Eco Holdings Limited (Slane) - W0140,2022,28116.7,21.0,15.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Slane) - W0140,2023,24292.92,17.0,14.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Slane) - W0140,2024,27956.881,14.0,11.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Slane) - W0140,2025,32794.520000000004,18.0,13.0,3.903091126200352e-05,0.0,0.9999609690887378,0.0,0.0,1.0
Starrus Eco Holdings Limited (Sligo) - W0058,2021,328.865,4.0,3.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Sligo) - W0058,2022,197.1,3.0,2.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Sligo) - W0058,2023,316.74100000000004,3.0,3.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Sligo) - W0058,2024,1166.0839999999998,7.0,6.0,0.0,0.0,1.0,0.0,0.0,
Starrus Eco Holdings Limited (Sligo) - W0058,2025,2797.16,5.0,5.0,0.0,0.0,1.0,0.0,0.0,
